issue_ID,issue_title,remediation,assigned_person,severity,category,system,owner_team,status,created_date,last_updated,summary,tags
ISS-00182,Login failures for Oracle AP due to DNS misconfiguration,"Validate scope: reproduce the issue described as 'Login failures for Oracle AP due to DNS misconfiguration'. Gather diagnostics (logs, event traces, NetMon/PCAP) on ADFS-Cluster-22 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,Medium,Manufacturing OT,ADFS-Cluster-22,Network Ops,In Progress,2025-05-07 13:39:22,2025-05-30 07:39:22,Login failures for Oracle AP due to DNS misconfiguration. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,qos,driver,permissions"
ISS-00183,SharePoint permissions drift on SharePoint-Site-48 leads to access denied,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on SharePoint-Site-48 leads to access denied'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-64 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,High,SharePoint/OneDrive,Core-Router-64,Endpoint Engineering,Resolved,2024-10-10 19:10:22,2024-10-26 19:10:22,SharePoint permissions drift on SharePoint-Site-48 leads to access denied. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"sharepoint/onedrive,latency,dns,driver"
ISS-00184,High CPU on SharePoint-Site-120 causing report refresh failures,"Validate scope: reproduce the issue described as 'High CPU on SharePoint-Site-120 causing report refresh failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-50 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,High,Oracle ERP,Robot-Arm-50,OT/Plant IT,Resolved,2025-07-14 00:37:22,2025-07-24 07:37:22,High CPU on SharePoint-Site-120 causing report refresh failures. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,patch,policy,auth"
ISS-00185,SharePoint permissions drift on Core-Router-23 leads to high CPU,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Core-Router-23 leads to high CPU'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-16 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vikram Patil,Critical,VPN,Robot-Arm-16,Network Ops,Open,2025-04-07 21:12:22,2025-05-05 06:12:22,SharePoint permissions drift on Core-Router-23 leads to high CPU. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,auth,permissions,qos"
ISS-00186,Login failures for Teams due to outdated agent version,"Validate scope: reproduce the issue described as 'Login failures for Teams due to outdated agent version'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-26 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Medium,Network,Robot-Arm-26,Mendix Dev,Resolved,2024-11-21 11:20:22,2024-12-08 18:20:22,Login failures for Teams due to outdated agent version. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,latency,firmware,driver"
ISS-00187,VPN split-tunnel issue for SAP GUI at Chennai Office,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SAP GUI at Chennai Office'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Robot-Arm-82 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,High,Identity & Access,Robot-Arm-82,Oracle ERP,Resolved,2024-10-04 17:56:22,2024-10-12 06:56:22,VPN split-tunnel issue for SAP GUI at Chennai Office. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,latency,cert,policy"
ISS-00188,High CPU on MDM-Intune-90 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on MDM-Intune-90 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-118 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Medium,Endpoint,Core-Router-118,Endpoint Engineering,Resolved,2025-07-04 23:27:22,2025-07-23 17:27:22,High CPU on MDM-Intune-90 causing production halt in cell 3. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,firmware,cert,dns"
ISS-00189,Login failures for Power BI due to stale device record,"Validate scope: reproduce the issue described as 'Login failures for Power BI due to stale device record'. Gather diagnostics (logs, event traces, NetMon/PCAP) on ADFS-Cluster-109 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Neel Gupta,Medium,Cloud/Azure,ADFS-Cluster-109,Collaboration (M365),Open,2024-11-23 16:12:22,2024-12-18 10:12:22,Login failures for Power BI due to stale device record. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,cert,auth,driver"
ISS-00190,Email delays to @vendor.com after change on Robot-Arm-99,"Validate scope: reproduce the issue described as 'Email delays to @vendor.com after change on Robot-Arm-99'. Gather diagnostics (logs, event traces, NetMon/PCAP) on EDR-Defender-41 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,Medium,Oracle ERP,EDR-Defender-41,Collaboration (M365),In Progress,2024-10-12 13:33:22,2024-11-07 10:33:22,Email delays to @vendor.com after change on Robot-Arm-99. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,cache,latency,dns"
ISS-00191,Users at Bengaluru Lab cannot connect to Oracle AR: latency spikes,"Validate scope: reproduce the issue described as 'Users at Bengaluru Lab cannot connect to Oracle AR: latency spikes'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-19 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,Low,Printer/Peripheral,PLC-Cell-19,OT/Plant IT,In Progress,2024-11-09 11:48:22,2024-12-07 01:48:22,Users at Bengaluru Lab cannot connect to Oracle AR: latency spikes. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,permissions,dns,auth"
ISS-00192,High CPU on Oracle-FIN-AP causing order processing delays,"Validate scope: reproduce the issue described as 'High CPU on Oracle-FIN-AP causing order processing delays'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,Low,Oracle ERP,Oracle-FIN-AP,Data Platform,Resolved,2025-02-19 09:03:22,2025-03-22 05:03:22,High CPU on Oracle-FIN-AP causing order processing delays. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"oracle-erp,cache,driver,policy"
ISS-00193,Users at Pune Plant cannot connect to Oracle AR: DNS failures,"Validate scope: reproduce the issue described as 'Users at Pune Plant cannot connect to Oracle AR: DNS failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aditya Singh,Low,Data & Analytics,Mendix-OrderApp,Cybersecurity,Resolved,2025-01-28 14:25:22,2025-02-28 04:25:22,Users at Pune Plant cannot connect to Oracle AR: DNS failures. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"data-&-analytics,cert,cache,firmware"
ISS-00194,Users at Mumbai DC cannot connect to Power BI: access denied,"Validate scope: reproduce the issue described as 'Users at Mumbai DC cannot connect to Power BI: access denied'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Email-Exchange-64 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Priya Rao,Critical,Printer/Peripheral,Email-Exchange-64,Data Platform,In Progress,2025-03-28 15:25:22,2025-04-17 10:25:22,Users at Mumbai DC cannot connect to Power BI: access denied. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,driver,policy,qos"
